,Collection,Ncells,Timepoint,Architecture_LocalDensity_range10_max,Architecture_LocalDensity_range10_mean,Architecture_LocalDensity_range10_mean_biovolume,Architecture_LocalDensity_range10_median,Architecture_LocalDensity_range10_min,Architecture_LocalDensity_range10_p25,Architecture_LocalDensity_range10_p75,Architecture_LocalDensity_range10_std,Architecture_LocalDensity_range10_std_biovolume,Architecture_LocalNumberDensity_range10_max,Architecture_LocalNumberDensity_range10_mean,Architecture_LocalNumberDensity_range10_mean_biovolume,Architecture_LocalNumberDensity_range10_median,Architecture_LocalNumberDensity_range10_min,Architecture_LocalNumberDensity_range10_p25,Architecture_LocalNumberDensity_range10_p75,Architecture_LocalNumberDensity_range10_std,Architecture_LocalNumberDensity_range10_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_MeanThickness,Biofilm_OuterSurface,Biofilm_OuterSurfaceIgnoreSubstratePerSubstrate,Biofilm_OuterSurfaceIgnoreSubstratePerVolume,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_OuterSurface_ignoreSubstrate,Biofilm_Roughness,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume,Surface_LocalRoughness_range10_max,Surface_LocalRoughness_range10_mean,Surface_LocalRoughness_range10_mean_biovolume,Surface_LocalRoughness_range10_median,Surface_LocalRoughness_range10_min,Surface_LocalRoughness_range10_p25,Surface_LocalRoughness_range10_p75,Surface_LocalRoughness_range10_std,Surface_LocalRoughness_range10_std_biovolume,Surface_PerSubstrateArea_max,Surface_PerSubstrateArea_mean,Surface_PerSubstrateArea_mean_biovolume,Surface_PerSubstrateArea_median,Surface_PerSubstrateArea_min,Surface_PerSubstrateArea_p25,Surface_PerSubstrateArea_p75,Surface_PerSubstrateArea_std,Surface_PerSubstrateArea_std_biovolume
1,Lalfilm,31932.0,05-Feb-2021 09:37:28,1,0.552,0.73586,0.54772,0.029717,0.33209,0.7799,0.26874,0.21317,0.065911,0.021891,0.021629,0.02028,0,0.01521,0.025351,0.0082361,0.0079643,100,5.7565,11.1087,0,0,0,0,21.7891,30.096,0.36803,0.2594,0.70484,46483.3247,0.70937,75.1684,204.2432,40.2182,401128.8514,15.1001,0.53269,16.7355,0.59039,361929.4527,0.38809,23968.6695,0.7012,679432.0385,28.3467,289.7743,293,79.877,88.3256,85,0,30,118,54.0756,55.907,1,0.46526,0.74012,0.415,0.001,0.11,0.828,0.35837,0.2662,59475,22482.0052,17519.9847,18271.5,2,8642.5,34763.5,16460.6193,15066.9417,88.4027,7.0346,11.1474,3.5445,1.4607,2.2506,7.6988,8.6251,10.7357,47.0863,21.2775,34.6162,18.1753,0.047086,4.8499,38.2812,16.8471,12.7178,0.25851,0.092143,0.086424,0.092971,0,0.072723,0.1138,0.03542,0.040557,68.5,11.5707,11.1332,10.8099,0.32231,7.7025,14.2397,6.434,5.0497
1,Lalfilm,27435.0,05-Feb-2021 09:37:28,1,0.61004,0.78434,0.64364,0.022711,0.37427,0.86374,0.28264,0.20371,0.070981,0.020136,0.019549,0.02028,0,0.01521,0.025351,0.0078437,0.0074943,100,7.5661,12.826,0,0,0,0,24.9977,32.2053,0.16529,0.21916,1.3259,46435.4348,0.65666,46.2786,279.9879,28.4843,344842.6724,11.2631,0.44958,12.7403,0.50855,304858.1618,0.25319,27066.9997,0.79184,678096.1533,25.0525,211.1643,312,80.0268,81.0645,86,0,27,120,56.0757,58.9281,1,0.53853,0.78486,0.564,0.001,0.169,0.9,0.36422,0.24943,37693,15409.3546,11896.169,14330,1,7112.25,22827.75,9844.6067,8289.3624,87.5408,8.1784,12.2708,4.1133,1.367,2.2607,10.3315,9.4013,10.9373,47.0863,24.7165,36.7548,25.1912,0.047086,7.2984,42.2364,17.2498,11.9552,0.28532,0.0884,0.07841,0.09036,0,0.0662,0.1138,0.040136,0.044168,62.7273,9.3754,8.7992,8.7025,0.34711,6.3471,11.2397,5.0921,3.9394
1,Lalfilm,33105.0,05-Feb-2021 09:37:28,1,0.54906,0.7492,0.54772,0.024007,0.30152,0.79803,0.28609,0.22245,0.065911,0.021327,0.020674,0.02028,0,0.01521,0.025351,0.0084537,0.0080323,100,6.073,11.8603,0,0,0,0,22.4931,31.0768,0.33558,0.2563,0.76373,46148.7831,0.64554,71.0897,211.8385,37.9473,414067.6168,14.2681,0.52806,15.7948,0.58456,374045.813,0.3289,26215.5163,0.76693,708334.733,27.0197,277.3738,313,79.6335,87.916,84,0,30,118,54.7449,57.2977,1,0.47224,0.75455,0.419,0.001,0.111,0.855,0.36554,0.26992,56752,21089.8823,15330.7646,18247,1,8570.75,31742.25,14891.7067,13032.2738,112.9036,8.568,13.9816,3.888,1.69,2.5292,9.258,10.9193,13.5535,47.0863,21.3966,35.2203,17.7515,0.047086,4.7557,39.3641,17.1985,12.9739,0.29055,0.092286,0.086071,0.092996,0,0.070307,0.11589,0.038146,0.042745,71.5,11.7736,10.9677,10.6116,0.38843,7.9339,13.7851,7.0835,5.1205
1,Lalfilm,43952.0,05-Feb-2021 09:37:28,1,0.50778,0.7138,0.49456,0.017879,0.27422,0.72481,0.27194,0.22454,0.076052,0.02307,0.022807,0.02028,0,0.01521,0.030421,0.008766,0.0086046,100,1.5947,2.7649,0,0,0,0,10.7258,14.9511,0.52689,0.65623,1.2455,44454.2709,0.59612,139.8936,265.5105,83.0671,501463.3203,50.6542,0.55448,54.8673,0.6006,462956.8439,0.32468,9139.5589,0.26738,834937.476,91.3542,213.1777,270,72.5175,83.1224,73,0,24,109,51.748,54.2561,1,0.41541,0.72211,0.318,0.001,0.074,0.761,0.35827,0.28149,108036,44995.1951,44383.5095,44330.5,4,19470,68153.5,28609.0429,26685.2341,151.4499,6.6535,10.8572,3.5708,1.6003,2.3454,7.2005,8.6547,11.5846,47.0863,18.9966,33.7695,13.7492,0.047086,3.3431,34.7968,16.7523,13.4062,0.27247,0.08645,0.081993,0.085286,0,0.068132,0.10582,0.032811,0.03784,140.8636,15.3256,15.4512,13.8182,0.099174,9.9008,18.5455,10.6989,7.8374
1,Lalfilm,31508.0,05-Feb-2021 09:37:28,1,0.55087,0.74548,0.56072,0.010147,0.29911,0.80261,0.28561,0.21889,0.065911,0.02088,0.020538,0.02028,0,0.01521,0.025351,0.0080884,0.007524,100,5.7841,10.6173,0,0,0,0,21.7078,29.385,0.33249,0.28685,0.86273,42510.0174,0.50567,71.8477,216.0914,35.3475,400158.4472,15.1845,0.52294,16.8389,0.57991,360844.4308,0.32843,23763.9484,0.69521,690033.752,29.037,250.4747,281,80.8166,86.9561,85,0,30,120,55.3101,57.524,1,0.47864,0.74987,0.44,0.001,0.119,0.847,0.36132,0.26412,56742,19598.2701,15006.2172,17086.5,1,8473.5,28269.5,13752.8018,11997.6914,107.2507,8.2009,12.8119,4.0989,1.6507,2.5607,9.4576,9.8042,11.9582,47.0863,21.9003,35.0888,19.3054,0.047086,5.2737,39.3171,16.9953,12.6169,0.2687,0.091294,0.084635,0.092293,0,0.069824,0.11476,0.037489,0.042052,59.7273,11.289,10.8673,10.3967,0.23967,7.8182,13.6281,5.9327,4.732
1,Lalfilm,20662.0,05-Feb-2021 09:37:28,1,0.39648,0.62531,0.32592,0.015116,0.16985,0.59059,0.26635,0.25885,0.060841,0.022806,0.022733,0.02028,0,0.01521,0.030421,0.0088913,0.0083273,100,4.5436,11.3762,0,0,0,0,18.5765,29.6663,0.2696,0.31541,1.1699,45795.9162,0.51902,70.4151,261.1834,31.048,250891.8511,18.0305,0.72386,20.4951,0.82281,220721.6967,0.51341,12241.5401,0.35812,304921.8175,24.9088,223.2499,300,77.472,103.5166,73,0,26,118,56.4126,55.9631,1,0.32363,0.6378,0.197,0.001,0.051,0.547,0.32023,0.29462,56640,21020.5632,17080.929,16833.5,1,7706,33266,15550.0587,14660.9833,171.5895,6.4026,11.3807,3.6299,1.9506,2.7443,5.8687,8.8553,13.359,47.0863,14.7576,29.81,8.711,0.047086,2.2131,24.7203,14.9046,13.9731,0.28599,0.092878,0.098976,0.091568,0,0.069099,0.11573,0.035256,0.039613,38.7727,9.3372,10.2926,7.2727,0.024793,4.4711,12.6942,6.7238,6.9048
