,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
6,0,E.ce,random,LGBMRegressor,0.1262242664024285,0.1650810934658594,"[0.82855027 0.80520864 0.84748277 0.80256618 0.8172166  0.56426076
 0.84969455 0.68332957 0.84360906 0.97192246 0.64257227 0.23949377
 0.8928271  0.89159615 0.66603372 0.39428003 0.71861312 0.39428003
 0.74574102 0.5705899  0.5705899  0.74635549 0.8517013  0.86489762
 0.75941515 0.80789199 0.56343951 0.79632395 0.68114231 0.78613535
 0.45883647 0.67117193 0.60317058 0.22549159 0.70508953 0.6366465
 0.69455809 0.47853994 0.69210538 0.43795914 0.63109095 0.64698032
 0.49017581 0.6216575  0.56836612 0.52022472 0.76040932 0.62522447
 0.63252397 0.68562427 0.69004783 0.41230632 0.50435915 0.49052811
 0.89679769 0.88472155 0.93318149 0.73097131 0.89708388 0.90453013
 1.02732942 0.8358369  1.03244822 0.99164641 0.733419   0.84614776
 0.8372346  0.9213671  0.80916032 0.71210275 0.93276915 0.86552533
 1.02357338 0.87006798 0.90517634 1.02355918 0.97714591 0.86245986
 0.95246315 0.84424379 0.90285273 0.84745989 0.94076302 1.03001735
 0.95948455 0.83121442 0.77736249 0.80396565 0.75984689 0.87395997
 0.82304018 0.85907272 0.78385459 0.76455853 0.87477638 0.75189343
 0.8356368  0.82521635 0.94909904 0.897539   0.95287939 0.79266804
 0.94681539 0.93894937 0.77674864 0.74157033 0.78192307 0.88480912
 0.8366087  0.90829634 0.78615891 0.86399098 0.92476128 0.62320597
 0.69420634 0.59664925 0.85524904 0.65599728 0.52068014 0.72852658
 0.78903539 0.91018348 0.81851128 0.80882941 0.73421164 0.64400984
 0.7418649  0.92903763 0.81443461 0.83949848 0.83506746 0.80825827
 0.63961021 0.68628926 0.78436329 0.83348876 0.74631969 0.65695292
 0.80118589 0.75259067 0.68822002 0.69826605 0.76790258 0.75936395
 0.35498771 0.59494863 0.65611014 0.66053167 0.57635935 0.81819209
 0.51939598 0.49901393 0.60487155 0.58544871 0.91255634 0.71682626
 0.76193621 0.78123283 0.82500019 0.54342538 0.4355955  0.28680373]","[[0.91348945]
 [0.98451715]
 [0.99262437]
 [0.95188311]
 [0.98205471]
 [0.99176781]
 [0.95596408]
 [0.98038748]
 [0.99237241]
 [0.6237963 ]
 [0.7171057 ]
 [0.71631353]
 [0.84842973]
 [0.78374516]
 [0.78660112]
 [0.61278239]
 [0.69253696]
 [0.65450303]
 [0.42509385]
 [0.66837588]
 [0.62955949]
 [0.7222509 ]
 [0.67187312]
 [0.58272752]
 [0.62997734]
 [0.58704173]
 [0.58027284]
 [0.79475732]
 [0.77054882]
 [0.77816167]
 [0.14906355]
 [0.59650097]
 [0.6126219 ]
 [0.69992615]
 [0.58704173]
 [0.56621503]
 [0.61741846]
 [0.51342435]
 [0.64749359]
 [0.40903003]
 [0.62575839]
 [0.71403127]
 [0.36149194]
 [0.43979194]
 [0.56834823]
 [0.21703461]
 [0.26919282]
 [0.56188405]
 [0.47114438]
 [0.72831622]
 [0.71985186]
 [0.1677766 ]
 [0.58048175]
 [0.58666233]
 [0.96451624]
 [0.9705113 ]
 [0.97664467]
 [0.94846449]
 [0.98443467]
 [0.95613691]
 [0.94858407]
 [0.97170611]
 [0.96583419]
 [0.98035326]
 [0.97802315]
 [0.95543542]
 [0.96755022]
 [0.96704582]
 [0.94045689]
 [0.9558245 ]
 [0.95602172]
 [0.94370372]
 [0.93159431]
 [0.975999  ]
 [0.94159384]
 [0.97864799]
 [0.97984867]
 [0.96789032]
 [0.97190281]
 [0.97763469]
 [0.97715437]
 [0.94371224]
 [0.98835086]
 [0.84854511]
 [0.97139705]
 [0.93711641]
 [0.83269947]
 [0.92970417]
 [0.95392983]
 [0.85809623]
 [0.98924821]
 [0.95391228]
 [0.76820081]
 [0.85525179]
 [0.92696188]
 [0.86337731]
 [0.93909039]
 [0.97894941]
 [0.78161174]
 [0.96712736]
 [0.99043175]
 [0.88401723]
 [0.97322836]
 [0.96522473]
 [0.95250939]
 [0.94696319]
 [0.89135846]
 [0.8717736 ]
 [0.96621555]
 [0.94066202]
 [0.82287077]
 [0.75189398]
 [0.89801934]
 [0.90756892]
 [0.88575371]
 [0.87437664]
 [0.89666384]
 [0.88223754]
 [0.98904369]
 [0.77827844]
 [0.92483339]
 [0.90024691]
 [0.85893472]
 [0.91126658]
 [0.80723995]
 [0.66194838]
 [0.91341457]
 [0.87453569]
 [0.81977173]
 [0.90344707]
 [0.87950239]
 [0.72909638]
 [0.91438627]
 [0.97210151]
 [0.88825073]
 [0.89939665]
 [0.9234756 ]
 [0.88256258]
 [0.62507124]
 [0.71542897]
 [0.65347818]
 [0.72069034]
 [0.38589281]
 [0.50306656]
 [0.72771808]
 [0.6286392 ]
 [0.55905769]
 [0.67607412]
 [0.70814178]
 [0.49685288]
 [0.72556523]
 [0.69860234]
 [0.53338386]
 [0.62221352]
 [0.70538468]
 [0.50094389]
 [0.93997339]
 [0.93346047]
 [0.89254929]
 [0.31007574]
 [0.26073352]
 [0.22604631]]",162
7,0,E.co,random,LGBMRegressor,0.1891389901800565,0.2464112603987463,"[0.70248704 0.48513777 0.87017743 0.85540865 0.72696291 0.84116876
 0.79725861 0.70939702 0.61428326 0.6958407  0.41759911 0.50498786
 0.55997773 0.68156272 0.42973687 0.59035283 0.66974471 0.61354854
 0.49026146 0.67400296 0.46223116 0.7577117  0.73967673 0.81057623
 0.67416306 0.58543236 0.56539929 0.51546734 0.73255384 0.71451803
 0.47155956 0.38857244 0.51275041 0.48302912 0.51262422 0.52161957
 0.32500315 0.54239694 0.4921951  0.56940931 0.44547008 0.59560362
 0.41349697 0.507793   0.56849989 0.55068227 0.39554474 0.42168354
 0.48386058 0.58525151 0.48101045 0.37320633 0.38576135 0.37291976
 0.8811478  0.90695359 0.86362569 0.90394856 0.91969271 0.94247391
 0.91125815 0.6525854  0.85805606 0.72892494 0.71125609 0.5809326
 0.80111588 0.66996326 0.87495812 0.87487965 0.8460464  0.68630929
 0.84917801 0.92504459 0.89651947 0.85211878 0.84513186 0.78369128
 0.94792043 0.74753313 0.99880564 0.89503925 0.77564886 0.91550696
 0.82560296 0.58858457 0.81537327 0.46166709 0.75015176 0.69322209
 0.87870843 0.87604275 0.61817724 0.65840656 0.88177702 0.74914744
 0.90813232 0.93562986 0.81788488 0.51045038 0.95134726 0.91080161
 0.61949913 0.80873323 0.95769218 0.75804358 0.71260045 0.83755794
 0.98699959 0.90190315 0.90437362 0.97498371 0.97728285 0.88683141
 0.7872457  0.86327172 0.70967306 0.75833939 0.56424148 0.75147749
 0.85029021 0.913013   0.74923385 0.50638965 0.74666062 0.7814916
 0.81992445 0.81992445 0.76621918 0.90767333 0.83013509 0.78644507
 0.71819784 0.70102824 0.7597896  0.73591575 0.7327197  0.61274643
 0.62952139 0.73090078 0.50205164 0.81677236 0.55110272 0.5164695
 0.64888058 0.65462461 0.6119255  0.57830267 0.54786409 0.51498803
 0.77943783 0.79962715 0.82471033 0.54400397 0.87635824 0.63227152
 0.64800041 0.67253101 0.82837678 0.49814958 0.58259048 0.48377981]","[[0.32310936]
 [0.39512069]
 [0.40226433]
 [0.38497209]
 [0.3692267 ]
 [0.38193534]
 [0.36988945]
 [0.40134686]
 [0.39904629]
 [0.387086  ]
 [0.45942264]
 [0.41486875]
 [0.40687344]
 [0.48232297]
 [0.37587003]
 [0.34547948]
 [0.42659821]
 [0.37835684]
 [0.39617026]
 [0.39834738]
 [0.40097912]
 [0.36435971]
 [0.48896226]
 [0.40495385]
 [0.38605619]
 [0.44415041]
 [0.36530147]
 [0.48296558]
 [0.40737366]
 [0.41591596]
 [0.43239395]
 [0.41168073]
 [0.41671517]
 [0.42029501]
 [0.4744252 ]
 [0.37533383]
 [0.41602359]
 [0.62896479]
 [0.37594786]
 [0.39638506]
 [0.4015846 ]
 [0.31444566]
 [0.45063245]
 [0.51022149]
 [0.38337098]
 [0.39029043]
 [0.43337528]
 [0.39525584]
 [0.29228146]
 [0.35879772]
 [0.29614315]
 [0.31219077]
 [0.39582572]
 [0.31664838]
 [0.87466035]
 [0.74207174]
 [0.98245203]
 [0.90713281]
 [0.95063515]
 [0.97321142]
 [0.89959978]
 [0.92568436]
 [0.95888681]
 [0.98374083]
 [0.94373648]
 [0.97803453]
 [0.99724594]
 [0.96430661]
 [0.960025  ]
 [0.8771814 ]
 [0.92257636]
 [0.97619101]
 [0.85113901]
 [0.87697482]
 [0.88667544]
 [0.91172188]
 [0.90996342]
 [0.83633123]
 [0.95346336]
 [0.95998677]
 [0.9610678 ]
 [0.98965135]
 [0.94891531]
 [0.96916198]
 [0.76240106]
 [0.79691918]
 [0.88185945]
 [0.91124271]
 [0.87686392]
 [0.83301408]
 [0.96163689]
 [0.82640239]
 [0.91115366]
 [0.95214641]
 [0.95696108]
 [0.96341331]
 [0.96517574]
 [0.93389062]
 [0.97289124]
 [0.85544417]
 [0.88295712]
 [1.        ]
 [0.88067913]
 [0.96778521]
 [0.98564011]
 [0.95716304]
 [0.84305212]
 [0.7848518 ]
 [0.86056908]
 [0.81702822]
 [0.86183369]
 [0.88097163]
 [0.83077776]
 [0.89192324]
 [0.91346479]
 [0.88777914]
 [0.89888459]
 [0.2366919 ]
 [0.13633384]
 [0.14118121]
 [0.8603028 ]
 [0.95518657]
 [0.92619117]
 [0.31875414]
 [0.26119551]
 [0.25509998]
 [0.76946686]
 [0.76610499]
 [0.87169404]
 [0.78374765]
 [0.7999228 ]
 [0.88532199]
 [0.48171196]
 [0.62563646]
 [0.76102029]
 [0.91659296]
 [0.95014831]
 [0.93965865]
 [0.38356225]
 [0.39794357]
 [0.48052866]
 [0.09819906]
 [0.23941059]
 [0.20836221]
 [0.23801143]
 [0.27393508]
 [0.40317314]
 [0.08443895]
 [0.21605889]
 [0.4988302 ]
 [0.28267304]
 [0.336191  ]
 [0.26568292]
 [0.40858063]
 [0.16723032]
 [0.32851711]
 [0.98518001]
 [0.99785545]
 [0.98871093]
 [0.11831266]
 [0.11560503]
 [0.17233788]]",162
8,0,S.en,random,LGBMRegressor,0.2202673063037372,0.2745411033984048,"[0.47447957 0.52395695 0.34382266 0.46020742 0.43499565 0.46020742
 0.42652401 0.41094537 0.61476981 0.26862225 0.36408593 0.32758966
 0.52924149 0.42364257 0.43244653 0.34833159 0.29124    0.29124
 0.41517366 0.30008385 0.30008385 0.38228076 0.30742603 0.49907483
 0.38191879 0.3662586  0.59676474 0.53045441 0.45428343 0.54577487
 0.30529954 0.455726   0.53519342 0.32134412 0.26835117 0.37599353
 0.2970828  0.34058918 0.34593285 0.43647911 0.47729435 0.32276505
 0.28750967 0.33905934 0.28750967 0.46224838 0.27106481 0.33327782
 0.35590634 0.32074533 0.31488947 0.20452612 0.36347006 0.29923405
 0.95391367 0.93898273 0.88338269 0.89473916 0.92295547 0.85514444
 0.81957054 0.96354603 0.91835897 0.78424179 0.86353751 0.97245937
 0.9930246  0.96613476 0.95876477 0.86266761 0.88699198 0.93545428
 0.90625985 0.86148994 0.86148994 0.88776263 0.92746373 0.91025836
 0.98163008 0.90786524 0.90708445 0.92466859 0.95304393 0.92793109
 0.85773389 0.85707434 0.9102933  0.864194   0.87748073 0.86936199
 0.77012218 0.93131843 0.85506892 0.83759475 0.83801354 0.93884017
 0.88950285 0.86529145 0.88034723 0.86264676 0.81081632 0.88788414
 0.92259943 0.9283532  0.88912149 0.70782331 0.90750324 0.81158008
 0.22397498 0.65390454 0.22397498 0.60407489 0.60097626 0.70562527
 0.68989841 0.6267341  0.56833478 0.26308532 0.46527444 0.46865861
 0.65516796 0.64969039 0.52770487 0.44917237 0.41205301 0.56342178
 0.62812471 0.62038432 0.61191813 0.74064393 0.5681258  0.55221942
 0.37997778 0.44627259 0.50935814 0.53919425 0.65347348 0.48242207
 0.34793571 0.56660909 0.41798139 0.3691785  0.43303313 0.41460077
 0.43234757 0.41973916 0.50221323 0.48115363 0.50789752 0.4157948
 0.49077114 0.41985408 0.45277691 0.4665279  0.41048101 0.4896744
 0.44641934 0.34238437 0.53151218 0.2196149  0.27416079 0.37459846]","[[0.29211455]
 [0.30351804]
 [0.50266117]
 [0.30769525]
 [0.05203706]
 [0.35335252]
 [0.37063027]
 [0.        ]
 [0.40655816]
 [0.6086484 ]
 [0.34434409]
 [0.49806811]
 [0.39426409]
 [0.20988306]
 [0.59838156]
 [0.41617595]
 [0.25336463]
 [0.4818378 ]
 [0.36505974]
 [0.31869931]
 [0.45865587]
 [0.28210822]
 [0.19281484]
 [0.4720613 ]
 [0.50859862]
 [0.45565884]
 [0.44532886]
 [0.45619006]
 [0.11595643]
 [0.42955449]
 [0.30539326]
 [0.06283783]
 [0.36968642]
 [0.51424479]
 [0.27277721]
 [0.58591224]
 [0.49960014]
 [0.32949037]
 [0.63221188]
 [0.39324875]
 [0.05213942]
 [0.26105455]
 [0.52796393]
 [0.44945517]
 [0.31917066]
 [0.56709756]
 [0.20122971]
 [0.51169929]
 [0.72965397]
 [0.32654449]
 [0.53297676]
 [0.49677968]
 [0.34892035]
 [0.44762699]
 [0.78988673]
 [0.70806332]
 [0.54729751]
 [0.65723816]
 [0.77876227]
 [0.67138204]
 [0.48206093]
 [0.48993262]
 [0.62812498]
 [0.44320745]
 [0.74930756]
 [0.85228033]
 [0.70563928]
 [0.75733379]
 [0.7751519 ]
 [0.69275667]
 [0.73602587]
 [0.69907302]
 [0.4860882 ]
 [0.5320514 ]
 [0.60237077]
 [0.59612413]
 [0.29399397]
 [0.12482699]
 [0.82428567]
 [0.89054612]
 [0.91884961]
 [0.72823824]
 [0.65302154]
 [0.8041304 ]
 [0.35175302]
 [0.31921994]
 [0.67310099]
 [0.0469013 ]
 [0.71413153]
 [0.36338832]
 [0.70729514]
 [0.71327998]
 [0.49779871]
 [0.60714991]
 [0.78177199]
 [0.82261721]
 [0.75863108]
 [0.70394953]
 [0.60870082]
 [0.        ]
 [0.77550664]
 [0.66544829]
 [0.96531609]
 [0.98482293]
 [0.96360615]
 [0.85308362]
 [0.71339994]
 [0.91840272]
 [0.70396517]
 [0.91296726]
 [0.81070028]
 [0.79911473]
 [0.89975877]
 [0.86838695]
 [0.81122728]
 [0.89745489]
 [0.84177442]
 [0.41485215]
 [0.70306232]
 [0.51294848]
 [0.87072956]
 [0.97701347]
 [0.88924878]
 [0.22560538]
 [0.5440515 ]
 [0.50682367]
 [0.92409418]
 [0.93025802]
 [0.90222436]
 [0.74858424]
 [0.92665552]
 [0.92178779]
 [0.23763899]
 [0.98775245]
 [0.94403186]
 [0.91417669]
 [0.77917198]
 [0.91219735]
 [0.34203753]
 [0.77984246]
 [0.24694186]
 [0.        ]
 [0.20943641]
 [0.02536471]
 [0.23039224]
 [0.53639065]
 [0.45761743]
 [0.07405875]
 [0.43190293]
 [0.20643897]
 [0.21471827]
 [0.52124703]
 [0.29892466]
 [0.37172853]
 [0.56174631]
 [0.41365941]
 [1.        ]
 [0.99904466]
 [0.99774927]
 [0.20434278]
 [0.4114521 ]
 [0.09991753]]",162
9,0,S.au,random,LGBMRegressor,0.1461023828278822,0.1912269595515824,"[0.93010046 0.97268556 0.9330776  0.93392506 0.87762425 0.91759885
 0.94444722 0.96575758 0.92507397 0.99335097 0.98667007 0.99824078
 0.93840097 0.92491856 0.92678312 0.77792003 0.79985884 0.83657347
 0.89326262 0.97940494 0.94530906 0.87112677 0.93680504 0.88130128
 1.01502072 0.95619908 0.85964539 0.98561062 0.95270166 0.9814829
 0.83379623 0.87346432 0.88462965 0.93859066 0.95496994 0.81483558
 0.92236933 0.93103635 0.85297806 0.78486941 0.83327238 0.79682032
 0.95959034 0.89058041 0.89058041 0.85179766 0.92526569 0.95036165
 0.95141279 0.95710966 0.92333363 0.84955934 0.82039445 0.881711
 0.8065102  0.89629339 0.79584618 0.82340244 0.77757854 0.79509089
 0.92681574 0.66698025 0.90296584 0.83653186 0.4486652  0.64606453
 0.81935011 0.82839228 0.83802478 0.77356658 0.85397546 0.64204649
 0.71793695 0.82824618 0.88929797 0.78564995 0.81832831 0.81897134
 0.8682013  0.57286906 0.81149368 0.94883484 0.75886649 0.83560301
 0.4411448  0.65973858 0.44534158 0.75810024 0.6765536  0.61445253
 0.75829893 0.5565751  0.56055694 0.65018678 0.68204564 0.36407543
 0.50748044 0.73788856 0.47055379 0.57535756 0.56471621 0.48047672
 0.80331321 0.63292902 0.65138801 0.40600434 0.40600434 0.53204955
 0.72109195 0.70382245 0.71778103 0.63578762 0.75321705 0.66491644
 0.80091976 0.70170594 0.738469   0.47473331 0.75605203 0.81213874
 0.71350293 0.70998036 0.76863552 0.62115477 0.5383851  0.73422622
 0.5584209  0.46007016 0.75292462 0.70654845 0.72518758 0.77015403
 0.38682815 0.58761622 0.45303699 0.80784669 0.73062502 0.74399746
 0.38346445 0.61158061 0.57328466 0.5071327  0.52207195 0.59343243
 0.61358685 0.43031736 0.43128789 0.64848673 0.58120778 0.64848673
 0.62020663 0.66036844 0.51342825 0.52356171 0.39017511 0.46170441
 0.55224747 0.61176204 0.60366567 0.4147376  0.53123155 0.35697761]","[[0.84723405]
 [0.97927416]
 [0.9706893 ]
 [0.87807663]
 [0.97761851]
 [0.97039675]
 [0.84691344]
 [0.97948001]
 [0.96152962]
 [0.83122257]
 [0.9301025 ]
 [0.95467772]
 [0.88958072]
 [0.98772021]
 [0.94660322]
 [0.79373901]
 [0.92711809]
 [0.94505321]
 [0.73315454]
 [0.94713401]
 [0.96636701]
 [0.73621571]
 [0.96880127]
 [0.93240842]
 [0.60095033]
 [0.97760203]
 [0.93156845]
 [0.78825672]
 [0.92651453]
 [0.88899881]
 [0.64477475]
 [0.87751438]
 [0.83061693]
 [0.80384281]
 [0.9146671 ]
 [0.90118178]
 [0.92403973]
 [0.91356809]
 [0.98145982]
 [0.9439279 ]
 [0.8609094 ]
 [0.94207013]
 [0.75748653]
 [0.94142062]
 [0.95147254]
 [0.82388459]
 [0.92080653]
 [0.94551738]
 [0.6058648 ]
 [0.83673575]
 [0.93482886]
 [0.65657944]
 [0.94219027]
 [0.91374737]
 [0.99497187]
 [0.99777463]
 [0.97409977]
 [0.99423697]
 [0.99712035]
 [0.95483735]
 [0.99227679]
 [0.99963227]
 [0.99374073]
 [0.49375238]
 [0.52558133]
 [0.41582979]
 [0.96417435]
 [0.94592884]
 [0.94637247]
 [0.53805488]
 [0.47939064]
 [0.43784688]
 [0.64880035]
 [0.74374471]
 [0.77934613]
 [0.82572448]
 [0.82187581]
 [0.79394483]
 [0.9990586 ]
 [0.99149912]
 [0.9296209 ]
 [0.8047574 ]
 [0.89106253]
 [0.90560488]
 [0.96732285]
 [0.89301463]
 [0.96945338]
 [0.22708617]
 [0.4403976 ]
 [0.28762385]
 [0.72826511]
 [0.75197758]
 [0.73515292]
 [0.6496102 ]
 [0.5107936 ]
 [0.72456473]
 [0.43378687]
 [0.53524136]
 [0.55074771]
 [0.54611342]
 [0.57300695]
 [0.53752532]
 [0.93759242]
 [0.96617954]
 [0.9595651 ]
 [0.28733152]
 [0.4173702 ]
 [0.35333821]
 [0.99968798]
 [0.99975936]
 [0.99529203]
 [0.99956886]
 [0.99979911]
 [0.99964225]
 [0.99974418]
 [0.99974191]
 [0.99977629]
 [0.6426263 ]
 [0.51653222]
 [0.52714431]
 [0.99707015]
 [0.99842596]
 [0.99892703]
 [0.58194566]
 [0.47260031]
 [0.52170195]
 [0.64199834]
 [0.95690239]
 [0.90752355]
 [0.66850347]
 [0.89157433]
 [0.88247085]
 [0.78625055]
 [1.        ]
 [0.99994395]
 [0.94533914]
 [0.89610277]
 [0.86854533]
 [0.56819652]
 [0.52831934]
 [0.57514431]
 [0.63245741]
 [0.72096599]
 [0.57845471]
 [0.64398475]
 [0.4335643 ]
 [0.58100896]
 [0.68774913]
 [0.74007091]
 [0.55605146]
 [0.50181116]
 [0.43881792]
 [0.4706547 ]
 [0.57982691]
 [0.43863302]
 [0.57500456]
 [0.45989622]
 [0.43331883]
 [0.50304679]
 [0.37047272]
 [0.29696552]
 [0.40574128]]",162
10,0,1167_x_E.ce,random,LGBMRegressor,0.1531831890777052,0.2021975061950739,"[0.49880629 0.71778045 0.67239746 0.86972993 0.91471602 0.77401637
 0.63800359 0.68064688 0.48683623]","[[0.47114438]
 [0.72831622]
 [0.71985186]
 [0.97322836]
 [0.96522473]
 [0.95250939]
 [0.93997339]
 [0.93346047]
 [0.89254929]]",9
11,0,1167_x_E.co,random,LGBMRegressor,0.2169011310225235,0.2505584267850908,"[0.29559645 0.72267191 0.54637938 0.69627513 0.81300426 0.94748955
 0.67563388 0.62434824 0.71441501]","[[0.29228146]
 [0.35879772]
 [0.29614315]
 [0.88067913]
 [0.96778521]
 [0.98564011]
 [0.98518001]
 [0.99785545]
 [0.98871093]]",9
0,0,1167_x_S.en,random,LGBMRegressor,0.3310074423405791,0.414651804762109,"[0.27659646 0.25949832 0.26690607 0.9174607  0.88637671 0.82303058
 0.35669571 0.25798095 0.47610185]","[[0.72965397]
 [0.32654449]
 [0.53297676]
 [0.96531609]
 [0.98482293]
 [0.96360615]
 [1.        ]
 [0.99904466]
 [0.99774927]]",9
1,0,1167_x_S.au,random,LGBMRegressor,0.1991444748066825,0.2596052907578027,"[0.8727788  0.8929487  0.84354792 0.68175994 0.48760628 0.51220195
 0.44122117 0.60300549 0.49528499]","[[0.6058648 ]
 [0.83673575]
 [0.93482886]
 [0.93759242]
 [0.96617954]
 [0.9595651 ]
 [0.45989622]
 [0.43331883]
 [0.50304679]]",9
2,0,1202_x_E.ce,random,LGBMRegressor,0.0850983925389408,0.101528019803632,"[0.36079473 0.69452485 0.66191602 0.94302255 0.85483877 0.91380841
 0.74224307 0.80455282 0.66225777]","[[0.14906355]
 [0.59650097]
 [0.6126219 ]
 [0.97139705]
 [0.93711641]
 [0.83269947]
 [0.62507124]
 [0.71542897]
 [0.65347818]]",9
3,0,1202_x_E.co,random,LGBMRegressor,0.1105645335548355,0.1281584693493996,"[0.59665297 0.53393883 0.44497284 0.95185098 0.68089894 0.85811462
 0.58018107 0.52308165 0.5098628 ]","[[0.43239395]
 [0.41168073]
 [0.41671517]
 [0.76240106]
 [0.79691918]
 [0.88185945]
 [0.38356225]
 [0.39794357]
 [0.48052866]]",9
4,0,1202_x_S.en,random,LGBMRegressor,0.2664838922106043,0.3202083260434452,"[0.38120053 0.45776818 0.53731823 0.9012258  0.86983137 0.89012522
 0.39135802 0.5616811  0.42233716]","[[0.30539326]
 [0.06283783]
 [0.36968642]
 [0.35175302]
 [0.31921994]
 [0.67310099]
 [0.34203753]
 [0.77984246]
 [0.24694186]]",9
5,0,1202_x_S.au,random,LGBMRegressor,0.1898639369232548,0.2375656423404325,"[0.92975437 0.85804812 0.90745756 0.63238148 0.77234455 0.49319258
 0.38358827 0.70637106 0.608101  ]","[[0.64477475]
 [0.87751438]
 [0.83061693]
 [0.96732285]
 [0.89301463]
 [0.96945338]
 [0.56819652]
 [0.52831934]
 [0.57514431]]",9
6,0,1218_x_E.ce,random,LGBMRegressor,0.0809100984890261,0.1092995584882729,"[0.46420485 0.76026584 0.71013513 0.75269869 0.8080056  0.81418836
 0.69148075 0.70255394 0.73977257]","[[0.40903003]
 [0.62575839]
 [0.71403127]
 [0.85525179]
 [0.92696188]
 [0.86337731]
 [0.67607412]
 [0.70814178]
 [0.49685288]]",9
7,0,1218_x_E.co,random,LGBMRegressor,0.2340645563022749,0.2649021601613626,"[0.63505582 0.45224092 0.61885855 0.77930256 0.79948907 0.81845913
 0.55150186 0.60805969 0.67733751]","[[0.39638506]
 [0.4015846 ]
 [0.31444566]
 [0.95214641]
 [0.95696108]
 [0.96341331]
 [0.08443895]
 [0.21605889]
 [0.4988302 ]]",9
8,0,1218_x_S.en,random,LGBMRegressor,0.1843923075702549,0.2549944226049024,"[0.41810362 0.53636831 0.27187104 0.81187382 0.76802448 0.88529412
 0.51678995 0.53604225 0.51805063]","[[0.39324875]
 [0.05213942]
 [0.26105455]
 [0.60714991]
 [0.78177199]
 [0.82261721]
 [0.07405875]
 [0.43190293]
 [0.20643897]]",9
9,0,1218_x_S.au,random,LGBMRegressor,0.1191951661071169,0.1724209204359651,"[0.91632156 0.81281093 0.93027769 0.66160256 0.78170407 0.36556038
 0.55687728 0.5284165  0.55687728]","[[0.9439279 ]
 [0.8609094 ]
 [0.94207013]
 [0.6496102 ]
 [0.5107936 ]
 [0.72456473]
 [0.68774913]
 [0.74007091]
 [0.55605146]]",9
10,0,1219_x_E.ce,random,LGBMRegressor,0.1896817160685573,0.2419970533373504,"[0.53988226 0.7266915  0.69431491 0.91156811 0.905423   0.82930367
 0.65204635 0.8905747  0.88499774]","[[0.21703461]
 [0.26919282]
 [0.56188405]
 [0.96712736]
 [0.99043175]
 [0.88401723]
 [0.62221352]
 [0.70538468]
 [0.50094389]]",9
11,0,1219_x_E.co,random,LGBMRegressor,0.1948888281442692,0.2721145325007402,"[0.59426241 0.4682221  0.42744042 0.73624961 0.9077356  0.81832344
 0.59445484 0.83777184 0.62944786]","[[0.39029043]
 [0.43337528]
 [0.39525584]
 [0.85544417]
 [0.88295712]
 [1.        ]
 [0.40858063]
 [0.16723032]
 [0.32851711]]",9
0,0,1219_x_S.en,random,LGBMRegressor,0.2214090486379254,0.3219803677480618,"[0.52777408 0.31374703 0.29297341 0.85938091 0.87870741 0.92319053
 0.49761157 0.39669425 0.52451515]","[[0.56709756]
 [0.20122971]
 [0.51169929]
 [0.        ]
 [0.77550664]
 [0.66544829]
 [0.37172853]
 [0.56174631]
 [0.41365941]]",9
1,0,1219_x_S.au,random,LGBMRegressor,0.0392093092497635,0.0498482389425137,"[0.81471442 0.9765875  0.95247274 0.62868154 0.55381325 0.55405136
 0.66588859 0.42599128 0.51101856]","[[0.82388459]
 [0.92080653]
 [0.94551738]
 [0.54611342]
 [0.57300695]
 [0.53752532]
 [0.57982691]
 [0.43863302]
 [0.57500456]]",9
2,0,1234_x_E.ce,random,LGBMRegressor,0.2098787258076533,0.2508409447158929,"[0.30760475 0.74192574 0.43904408 0.80958157 0.77231532 0.92884638
 0.67401483 0.75799114 0.92633764]","[[0.69992615]
 [0.58704173]
 [0.56621503]
 [0.92970417]
 [0.95392983]
 [0.85809623]
 [0.72069034]
 [0.38589281]
 [0.50306656]]",9
3,0,1234_x_E.co,random,LGBMRegressor,0.3492550758204167,0.4166526392438775,"[0.64970041 0.63203885 0.76055235 0.69911549 0.76035609 0.68480129
 0.90739464 0.70264751 0.83013998]","[[0.42029501]
 [0.4744252 ]
 [0.37533383]
 [0.91124271]
 [0.87686392]
 [0.83301408]
 [0.09819906]
 [0.23941059]
 [0.20836221]]",9
4,0,1234_x_S.en,random,LGBMRegressor,0.3683617775131717,0.441051228983135,"[0.3479255  0.32503457 0.4104204  0.86643469 0.86222568 0.93327955
 0.56294074 0.52625101 0.52927812]","[[0.51424479]
 [0.27277721]
 [0.58591224]
 [0.0469013 ]
 [0.71413153]
 [0.36338832]
 [0.        ]
 [0.20943641]
 [0.02536471]]",9
5,0,1234_x_S.au,random,LGBMRegressor,0.215957884383076,0.2997635466587116,"[0.95375805 0.91750988 0.96660525 0.81336812 0.76292361 0.83899832
 0.66991064 0.64479582 0.73008833]","[[0.80384281]
 [0.9146671 ]
 [0.90118178]
 [0.22708617]
 [0.4403976 ]
 [0.28762385]
 [0.63245741]
 [0.72096599]
 [0.57845471]]",9
